t,x,y,z,xh,yh,zh,fieldVal,fidLev
5.099999999999997868e+00,4.658140492621199447e-01,7.229462559519200804e-01,3.647997985406210564e-01,5.308807600475036192e-01,6.607238010602687339e-01,3.724489868218965882e-01,6.084965561489886987e+00,1.000000000000000000e+00
1.019999999999997975e+01,6.439211828480305710e-01,5.504063774777303575e-01,7.763129763085789836e-01,6.824834417505839523e-01,5.408999166389255597e-01,7.657456555988130242e-01,6.280696770055765654e+00,1.000000000000000000e+00
1.529999999999996163e+01,6.990039905148165422e-01,4.162386034046589578e-01,1.112852375435658292e+00,7.617712409537047424e-01,3.980781554298510327e-01,1.123395107958925943e+00,6.110215576229194312e+00,2.000000000000000000e+00
2.030000000000001847e+01,5.372566029158191148e-01,3.865101408056537124e-01,1.503409264407964852e+00,5.872289122129739081e-01,3.791204811037965916e-01,1.502764734326673679e+00,5.998978922992226792e+00,2.000000000000000000e+00
2.530000000000008953e+01,4.798902269951514921e-01,2.579280887844044301e-01,1.863040999563388311e+00,4.713250046936385829e-01,2.395280357590334475e-01,1.866518963875333226e+00,5.773426012405635355e+00,2.000000000000000000e+00
3.030000000000016058e+01,3.959506760063966069e-01,9.831426966752358776e-02,2.275445635003961797e+00,4.634959976143986360e-01,5.012297646114827893e-02,2.279249422050530161e+00,5.896104763628930101e+00,2.000000000000000000e+00
3.530000000000023164e+01,5.908365869522862468e-01,1.730865847593963114e-01,2.666304758247389994e+00,5.840189564547361156e-01,1.438313130924772643e-01,2.647966156158068962e+00,6.041125503553406162e+00,2.000000000000000000e+00
4.030000000000030269e+01,7.915194132968302876e-01,2.570013344006630285e-01,2.973338777426744350e+00,8.500040834825155489e-01,1.526899723591927938e-01,2.998549153440497328e+00,6.256939304600984464e+00,2.000000000000000000e+00
4.530000000000037375e+01,6.789981538096355740e-01,3.990145600035492901e-01,3.391430628811718417e+00,7.313154579177260084e-01,3.624941602921399886e-01,3.392221111546432244e+00,6.469611548149343250e+00,2.000000000000000000e+00
5.030000000000044480e+01,5.953204583473189482e-01,3.733851659793001598e-01,3.786272590350351130e+00,6.646553114326916312e-01,3.442083552265480795e-01,3.768391153741540212e+00,5.933530699333663172e+00,2.000000000000000000e+00
5.530000000000051585e+01,3.326189307597235412e-01,5.780512838648079743e-01,4.141807431443798926e+00,4.031660725486807539e-01,5.455579467666296090e-01,4.134163687543862764e+00,6.037076675763711542e+00,2.000000000000000000e+00
6.030000000000058691e+01,1.523912817178399437e-01,4.862003611920936996e-01,4.475962768315692841e+00,2.166842474903353244e-01,3.924333032038311297e-01,4.499165106525508939e+00,5.746532412393231759e+00,2.000000000000000000e+00
6.540000000000055991e+01,1.953785666272187527e-01,2.683381173086750726e-01,4.856759813938900550e+00,2.730870771935113295e-01,2.236207129752262879e-01,4.861523702948402637e+00,5.706948787497730713e+00,2.000000000000000000e+00
7.050000000000027001e+01,2.215798309451796344e-01,1.991926239332147686e-01,5.249170419409317390e+00,2.531936955202320760e-01,1.768558445300502657e-01,5.264887103616844755e+00,5.567019856669070954e+00,2.000000000000000000e+00
7.559999999999998010e+01,2.685416096699244637e-01,1.421247424058045272e-01,5.683256823302491156e+00,3.355884441949829600e-01,8.903872278472885204e-02,5.685132021978199113e+00,5.640074171173971251e+00,2.000000000000000000e+00
8.069999999999969020e+01,8.546401477516349932e-01,1.188046443221998788e-01,6.020868544869273364e+00,9.063079733313403885e-01,6.298959059884515210e-02,6.036615852476244548e+00,6.346218854638073559e+00,3.000000000000000000e+00
8.579999999999940030e+01,8.500987316611057221e-01,-2.771912366806510500e-02,6.362040961185237542e+00,9.090714079993031937e-01,-5.026062532623658957e-02,6.372048407340457743e+00,6.080480209960035687e+00,3.000000000000000000e+00
9.089999999999911040e+01,7.488569993716152062e-01,2.258394169130242268e-01,6.766094859879547840e+00,8.225206754151986877e-01,1.988710934875209668e-01,6.766839670311536992e+00,6.143400797591029416e+00,3.000000000000000000e+00
