t,x,y,z,xh,yh,zh,fieldVal,fidLev
5.099999999999997868e+00,4.658140492621199447e-01,7.229462559519200804e-01,3.647997985406210564e-01,5.340656015608523655e-01,6.441639859072998409e-01,3.507732825476668204e-01,1.733568667682130382e+01,1.000000000000000000e+00
1.019999999999997975e+01,6.439211828480305710e-01,5.504063774777303575e-01,7.763129763085789836e-01,6.606036278436703268e-01,5.865132167808158048e-01,7.673493469551844193e-01,1.761767380381199999e+01,1.000000000000000000e+00
1.529999999999996163e+01,6.990039905148165422e-01,4.162386034046589578e-01,1.112852375435658292e+00,6.992843063508067392e-01,3.937098203244202566e-01,1.127742522990977880e+00,1.772962826130877900e+01,2.000000000000000000e+00
2.030000000000001847e+01,5.372566029158191148e-01,3.865101408056537124e-01,1.503409264407964852e+00,5.888290096972931265e-01,4.543023245100453744e-01,1.497789686257283259e+00,1.699587144305765918e+01,2.000000000000000000e+00
2.530000000000008953e+01,4.798902269951514921e-01,2.579280887844044301e-01,1.863040999563388311e+00,6.272927657835964954e-01,2.295790295585881102e-01,1.850193243214338645e+00,1.723714268348587098e+01,2.000000000000000000e+00
3.030000000000016058e+01,3.959506760063966069e-01,9.831426966752358776e-02,2.275445635003961797e+00,6.590458440659835437e-01,3.736898089476053952e-03,2.257279025550927631e+00,1.670816141776799313e+01,2.000000000000000000e+00
3.530000000000023164e+01,5.908365869522862468e-01,1.730865847593963114e-01,2.666304758247389994e+00,7.270932748391607525e-01,5.253089726924005387e-02,2.654264675928748041e+00,1.734706628936887185e+01,2.000000000000000000e+00
4.030000000000030269e+01,7.915194132968302876e-01,2.570013344006630285e-01,2.973338777426744350e+00,1.111190167655725869e+00,-7.110965033166055660e-02,3.000453908120500390e+00,1.789713331564854926e+01,2.000000000000000000e+00
4.530000000000037375e+01,6.789981538096355740e-01,3.990145600035492901e-01,3.391430628811718417e+00,1.158030667644399214e+00,1.043106230516719080e-01,3.385182550167340043e+00,1.782642459999368256e+01,2.000000000000000000e+00
5.030000000000044480e+01,5.953204583473189482e-01,3.733851659793001598e-01,3.786272590350351130e+00,1.031022734869848190e+00,1.591019801597010064e-01,3.769103733909957565e+00,1.737965578100495634e+01,2.000000000000000000e+00
5.530000000000051585e+01,3.326189307597235412e-01,5.780512838648079743e-01,4.141807431443798926e+00,6.688252985376903492e-01,3.805080489288938939e-01,4.145129367950559640e+00,1.713845008022021688e+01,2.000000000000000000e+00
6.030000000000058691e+01,1.523912817178399437e-01,4.862003611920936996e-01,4.475962768315692841e+00,5.174838984955059118e-01,3.584704745013135296e-01,4.486829667022458779e+00,1.644916868195281978e+01,2.000000000000000000e+00
