t,x,y,z,xh,yh,zh,fieldVal,fidLev
5.099999999999997868e+00,4.658140492621199447e-01,7.229462559519200804e-01,3.647997985406210564e-01,5.147883634059959856e-01,5.686655132157455439e-01,3.821736929982730846e-01,2.949798801129361325e-01,1.000000000000000000e+00
1.019999999999997975e+01,6.439211828480305710e-01,5.504063774777303575e-01,7.763129763085789836e-01,7.135060332624115764e-01,5.254359115823008519e-01,8.009344979682614385e-01,5.325943521527165547e-01,1.000000000000000000e+00
1.529999999999996163e+01,6.990039905148165422e-01,4.162386034046589578e-01,1.112852375435658292e+00,8.792465655900697508e-01,7.020902372370307898e-02,1.109291628851171163e+00,1.236231038016468442e-01,2.000000000000000000e+00
2.030000000000001847e+01,5.372566029158191148e-01,3.865101408056537124e-01,1.503409264407964852e+00,8.323049021425507066e-01,-7.448163356075224173e-02,1.550095623238602283e+00,3.255122068185201667e-01,2.000000000000000000e+00
2.530000000000008953e+01,4.798902269951514921e-01,2.579280887844044301e-01,1.863040999563388311e+00,1.147368992210823890e+00,-2.550743669107464751e-01,1.873178731562398891e+00,6.661096527103402831e-01,2.000000000000000000e+00
3.030000000000016058e+01,3.959506760063966069e-01,9.831426966752358776e-02,2.275445635003961797e+00,1.060413770896389662e+00,-3.137963041043966839e-01,2.264842537565635361e+00,6.492626015008182705e-01,2.000000000000000000e+00
3.530000000000023164e+01,5.908365869522862468e-01,1.730865847593963114e-01,2.666304758247389994e+00,9.809473558591982334e-01,-3.744715441213550822e-01,2.657873051193444969e+00,7.618051444652139681e-01,2.000000000000000000e+00
4.030000000000030269e+01,7.915194132968302876e-01,2.570013344006630285e-01,2.973338777426744350e+00,1.168620788810292410e+00,-4.308358809734566530e-01,2.970712319580695482e+00,1.116779965737488611e+00,2.000000000000000000e+00
4.530000000000037375e+01,6.789981538096355740e-01,3.990145600035492901e-01,3.391430628811718417e+00,1.086491417370163193e+00,-3.797296218856766603e-01,3.372044128056834733e+00,1.649153459226647245e+00,2.000000000000000000e+00
5.030000000000044480e+01,5.953204583473189482e-01,3.733851659793001598e-01,3.786272590350351130e+00,8.488342515295436153e-01,-1.499684576482951393e-01,3.720546805191349282e+00,1.592592964961411894e+00,2.000000000000000000e+00
5.530000000000051585e+01,3.326189307597235412e-01,5.780512838648079743e-01,4.141807431443798926e+00,6.200400608906192490e-01,2.236052506306431265e-01,4.133209057573640877e+00,2.218727995637105099e+00,2.000000000000000000e+00
6.030000000000058691e+01,1.523912817178399437e-01,4.862003611920936996e-01,4.475962768315692841e+00,5.145754579227157510e-01,1.470840610103186785e-01,4.477433113738715775e+00,2.059691595363603689e+00,2.000000000000000000e+00
6.540000000000055991e+01,1.953785666272187527e-01,2.683381173086750726e-01,4.856759813938900550e+00,5.594658471539187827e-01,2.222055752319315181e-01,4.861111833148288319e+00,1.360765006878654537e+00,2.000000000000000000e+00
7.050000000000027001e+01,2.215798309451796344e-01,1.991926239332147686e-01,5.249170419409317390e+00,4.180561390904771191e-01,1.228273919407694287e-01,5.250752361669865920e+00,1.141225440319726170e+00,2.000000000000000000e+00
7.559999999999998010e+01,2.685416096699244637e-01,1.421247424058045272e-01,5.683256823302491156e+00,5.711818378192782264e-01,2.419692084261844955e-01,5.676452449067582506e+00,1.154535124183409645e+00,2.000000000000000000e+00
8.069999999999969020e+01,8.546401477516349932e-01,1.188046443221998788e-01,6.020868544869273364e+00,1.187877282216205810e+00,1.121723345337473088e-01,6.003618355774086091e+00,8.925513973730325734e-01,3.000000000000000000e+00
8.579999999999940030e+01,8.500987316611057221e-01,-2.771912366806510500e-02,6.362040961185237542e+00,1.102093204960965078e+00,-2.722193313948848004e-01,6.357662596729355187e+00,6.124501136279302260e-01,3.000000000000000000e+00
9.089999999999911040e+01,7.488569993716152062e-01,2.258394169130242268e-01,6.766094859879547840e+00,1.089208084148125533e+00,6.606182044082088700e-02,6.771167331596560146e+00,5.849984130507090985e-01,3.000000000000000000e+00
9.599999999999882050e+01,8.699768963706808744e-01,6.559947711364029210e-01,7.164633382763919478e+00,1.187432179311912916e+00,1.624460957010545881e-01,7.148686748675650016e+00,5.150480699199782020e-01,3.000000000000000000e+00
1.010999999999985306e+02,1.078921906755032190e+00,1.003880666889820805e+00,7.626696651652111747e+00,1.424690019172888844e+00,2.888297475350173893e-01,7.662572304217328600e+00,3.294131839678111628e-01,3.000000000000000000e+00
1.061999999999982407e+02,1.027755549342600050e+00,1.135364828688695482e+00,7.944849000183364929e+00,1.387822632618362917e+00,6.168268411851441924e-01,7.955617197195298473e+00,4.018976630793317240e-01,3.000000000000000000e+00
1.112999999999979508e+02,1.084848914177170665e+00,1.145313144815408801e+00,8.330831723705463432e+00,1.686519495899493126e+00,6.353884514045907705e-01,8.356392798988602877e+00,3.629601155355073328e-01,3.000000000000000000e+00
