t,x,y,z,xh,yh,zh,fieldVal,fidLev
5.099999999999997868e+00,4.658140492621199447e-01,7.229462559519200804e-01,3.647997985406210564e-01,4.550941579098523038e-01,7.612795035546510158e-01,3.852104456450186620e-01,1.007946620675361338e+00,1.000000000000000000e+00
1.019999999999997975e+01,6.439211828480305710e-01,5.504063774777303575e-01,7.763129763085789836e-01,5.279011871256967803e-01,6.974859208398761501e-01,7.733122779941485891e-01,7.957441783919537714e-01,1.000000000000000000e+00
1.529999999999996163e+01,6.990039905148165422e-01,4.162386034046589578e-01,1.112852375435658292e+00,7.249604080419416174e-01,4.866047653123656280e-01,1.129533800393090370e+00,7.913459579204552563e-01,2.000000000000000000e+00
2.030000000000001847e+01,5.372566029158191148e-01,3.865101408056537124e-01,1.503409264407964852e+00,5.732926796396541347e-01,4.470036711379913319e-01,1.516996665133258704e+00,6.866440680477442493e-01,2.000000000000000000e+00
2.530000000000008953e+01,4.798902269951514921e-01,2.579280887844044301e-01,1.863040999563388311e+00,3.223854176815865724e-01,3.612173762191640547e-01,1.854264822856043660e+00,6.439375241438344277e-01,2.000000000000000000e+00
3.030000000000016058e+01,3.959506760063966069e-01,9.831426966752358776e-02,2.275445635003961797e+00,2.999628546742311164e-01,1.072527516039933071e-01,2.274596370200232531e+00,8.656708377673041355e-01,2.000000000000000000e+00
3.530000000000023164e+01,5.908365869522862468e-01,1.730865847593963114e-01,2.666304758247389994e+00,3.042998054401560570e-01,1.238881993263700881e-01,2.642632130488140163e+00,8.447425463618617458e-01,2.000000000000000000e+00
4.030000000000030269e+01,7.915194132968302876e-01,2.570013344006630285e-01,2.973338777426744350e+00,4.850558312648477477e-01,1.148257589466662593e-01,2.990315537159529580e+00,7.694867617619606248e-01,2.000000000000000000e+00
4.530000000000037375e+01,6.789981538096355740e-01,3.990145600035492901e-01,3.391430628811718417e+00,4.245776835937412619e-01,4.656213433351629183e-01,3.394614802403600251e+00,6.944022983267331695e-01,2.000000000000000000e+00
5.030000000000044480e+01,5.953204583473189482e-01,3.733851659793001598e-01,3.786272590350351130e+00,2.779354383246299687e-01,4.791901752979543239e-01,3.787910605428677080e+00,8.991137651201732695e-01,2.000000000000000000e+00
5.530000000000051585e+01,3.326189307597235412e-01,5.780512838648079743e-01,4.141807431443798926e+00,1.319999942557775752e-01,6.616994121738287715e-01,4.149760724605925155e+00,6.841039132526413047e-01,2.000000000000000000e+00
6.030000000000058691e+01,1.523912817178399437e-01,4.862003611920936996e-01,4.475962768315692841e+00,-6.033115614845957486e-02,4.510200831062226579e-01,4.467523842232536069e+00,7.961119164949269633e-01,2.000000000000000000e+00
6.540000000000055991e+01,1.953785666272187527e-01,2.683381173086750726e-01,4.856759813938900550e+00,-3.232377206726549934e-02,3.068504969204548516e-01,4.861842161230383041e+00,4.863734530658018751e-01,2.000000000000000000e+00
7.050000000000027001e+01,2.215798309451796344e-01,1.991926239332147686e-01,5.249170419409317390e+00,-1.708256715272040566e-02,3.297698698905994208e-01,5.263281353548715735e+00,6.279921180782667145e-01,2.000000000000000000e+00
7.559999999999998010e+01,2.685416096699244637e-01,1.421247424058045272e-01,5.683256823302491156e+00,8.736081589875077658e-02,3.088039693188369683e-01,5.673470271444768898e+00,5.471954650279865495e-01,2.000000000000000000e+00
8.069999999999969020e+01,8.546401477516349932e-01,1.188046443221998788e-01,6.020868544869273364e+00,6.856428626694309747e-01,3.917844296820311989e-01,6.030165169027713823e+00,7.534102420426105340e-01,3.000000000000000000e+00
8.579999999999940030e+01,8.500987316611057221e-01,-2.771912366806510500e-02,6.362040961185237542e+00,6.859193855376136684e-01,2.670331116307070318e-01,6.382652986827999975e+00,6.542173840355398617e-01,3.000000000000000000e+00
9.089999999999911040e+01,7.488569993716152062e-01,2.258394169130242268e-01,6.766094859879547840e+00,6.097523767843756604e-01,4.270500021324398765e-01,6.761189338963400353e+00,7.415767970077941085e-01,3.000000000000000000e+00
9.599999999999882050e+01,8.699768963706808744e-01,6.559947711364029210e-01,7.164633382763919478e+00,6.580876605112067068e-01,8.193967495597410666e-01,7.163489289281283590e+00,9.197360214841984183e-01,3.000000000000000000e+00
1.010999999999985306e+02,1.078921906755032190e+00,1.003880666889820805e+00,7.626696651652111747e+00,8.907650813104188714e-01,1.065559006665963038e+00,7.626716222091539876e+00,1.069018222744758884e+00,3.000000000000000000e+00
1.061999999999982407e+02,1.027755549342600050e+00,1.135364828688695482e+00,7.944849000183364929e+00,9.089305261327321750e-01,1.311657809348263815e+00,7.943846854733771501e+00,1.162072851093661985e+00,3.000000000000000000e+00
1.112999999999979508e+02,1.084848914177170665e+00,1.145313144815408801e+00,8.330831723705463432e+00,9.157742234082197896e-01,1.336856965450945456e+00,8.311680498376791348e+00,1.065511799154982953e+00,3.000000000000000000e+00
1.163999999999976609e+02,1.013318236663254934e+00,1.027328023844871208e+00,8.737617708026002461e+00,8.247343425399845662e-01,1.126019169307891366e+00,8.742274756001060965e+00,8.650633089051738001e-01,3.000000000000000000e+00
1.214999999999973710e+02,9.206487064508037665e-01,9.525069414314943916e-01,9.095185817940247830e+00,6.871649547185255669e-01,1.105354682855069992e+00,9.103174330050137542e+00,8.942517482363402381e-01,3.000000000000000000e+00
1.265999999999970811e+02,9.550292293976705427e-01,9.362919512264734623e-01,9.501020549506838719e+00,6.631476253490756756e-01,1.092784249988716816e+00,9.495570330243975121e+00,6.593024724944053228e-01,3.000000000000000000e+00
1.316999999999968054e+02,1.090270987347568665e+00,9.747343545831441691e-01,9.691366702324572202e+00,7.527385805381536787e-01,1.184805297583223505e+00,9.674854062437541202e+00,9.860943555152228424e-01,3.000000000000000000e+00
1.367999999999965155e+02,1.374866907288473827e+00,1.256653054226210875e+00,9.314416728816564017e+00,1.087495367498533039e+00,1.461852153890162542e+00,9.320465860198201113e+00,1.347292368004039842e+00,3.000000000000000000e+00
1.418999999999962256e+02,1.579586355983330970e+00,1.428900358765176959e+00,8.956632543298983506e+00,1.178612776090050440e+00,1.622595287687298882e+00,8.938319499944139324e+00,1.352968866001365011e+00,3.000000000000000000e+00
1.469999999999959357e+02,1.766204730496131914e+00,1.744275760612951087e+00,8.542240265627693674e+00,1.380992155270873711e+00,2.041873548946015138e+00,8.561376611200316233e+00,1.299512073214840635e+00,3.000000000000000000e+00
1.520999999999956458e+02,1.990638405466626182e+00,2.475311156702561632e+00,8.221430644247776698e+00,1.575654981645242758e+00,2.769593340651197888e+00,8.212771752130441527e+00,1.830336634660726380e+00,3.000000000000000000e+00
1.571999999999953559e+02,1.888283729640946040e+00,2.980283330820345356e+00,7.794863775853774435e+00,1.471488937448741652e+00,3.131095589413205982e+00,7.778947856782433945e+00,2.036142049858232994e+00,3.000000000000000000e+00
1.622999999999950660e+02,2.066957319518821112e+00,3.052449639880431942e+00,7.427679195323117156e+00,1.632991237543184537e+00,3.174694121943306246e+00,7.418794564805615721e+00,1.842104186011225497e+00,3.000000000000000000e+00
1.673999999999947761e+02,2.240815926551118498e+00,3.314121022098171832e+00,6.991083234346472608e+00,1.778209500981542623e+00,3.412796122566489565e+00,7.038734704057310054e+00,2.127151094865518566e+00,3.000000000000000000e+00
1.724999999999944862e+02,2.155274542015721551e+00,3.726788274398396883e+00,6.627727825276065410e+00,1.535909654879009434e+00,3.839296021322203600e+00,6.626977296113228277e+00,2.415796329039180179e+00,3.000000000000000000e+00
1.775999999999941963e+02,2.623171234825977027e+00,3.971517720296005027e+00,6.259448909136829720e+00,2.037566388367258341e+00,4.204153313489118027e+00,6.240737144606411491e+00,2.635438387981179797e+00,3.000000000000000000e+00
1.826999999999939064e+02,2.916013627075914716e+00,4.090097705958601004e+00,5.833807512500912118e+00,2.396575710010601323e+00,4.329345866986701985e+00,5.841437998875168347e+00,2.683046386835834962e+00,3.000000000000000000e+00
1.877999999999936165e+02,3.257222219221880710e+00,4.422818954250089973e+00,5.460892988537858983e+00,2.771092143800160557e+00,4.640067863067660170e+00,5.464156034903582260e+00,2.808483747765840199e+00,3.000000000000000000e+00
1.928999999999933266e+02,3.245305557112859507e+00,4.796749080316746294e+00,5.102573146100886525e+00,2.833392467038650331e+00,5.131768824654394656e+00,5.099358463441574507e+00,2.877136437553819537e+00,3.000000000000000000e+00
1.979999999999930367e+02,3.526397968842919894e+00,5.113936733968882820e+00,4.721303017644483901e+00,2.968989501024214217e+00,5.377614195130533403e+00,4.726655953884455919e+00,3.278964455881682838e+00,3.000000000000000000e+00
2.030999999999927468e+02,3.703207356338090950e+00,5.217441327988121991e+00,4.307990760660522334e+00,3.170050785307782171e+00,5.347006544275894946e+00,4.315408324570574550e+00,3.268562500433203066e+00,3.000000000000000000e+00
2.081999999999924569e+02,3.989928663817282395e+00,5.435559790519985057e+00,3.942885475033354847e+00,3.404673642964164859e+00,5.527868469075725599e+00,3.952911416722316051e+00,3.636755154655399558e+00,3.000000000000000000e+00
2.132999999999921670e+02,4.179502975527515929e+00,6.046415892229051181e+00,3.538850580864252748e+00,3.589757612280046306e+00,6.241390064460317966e+00,3.547512646186238960e+00,3.943683739199181471e+00,3.000000000000000000e+00
