t,x,y,z,xh,yh,zh,fieldVal,fidLev
5.099999999999997868e+00,4.658140492621199447e-01,7.229462559519200804e-01,3.647997985406210564e-01,5.070849747400543173e-01,6.980630429390223268e-01,3.854439720633314748e-01,1.464613945695595887e-01,1.000000000000000000e+00
1.019999999999997975e+01,6.439211828480305710e-01,5.504063774777303575e-01,7.763129763085789836e-01,7.499978761276466788e-01,6.492971509140805786e-01,7.731803467964731835e-01,2.748859318495686099e-01,1.000000000000000000e+00
1.529999999999996163e+01,6.990039905148165422e-01,4.162386034046589578e-01,1.112852375435658292e+00,8.381501767152514937e-01,6.484976769085476489e-01,1.141592037619257205e+00,3.178491578876918022e-01,2.000000000000000000e+00
2.030000000000001847e+01,5.372566029158191148e-01,3.865101408056537124e-01,1.503409264407964852e+00,6.377997287855212694e-01,6.181430599136369386e-01,1.498236004054373405e+00,1.794835369530274338e-01,2.000000000000000000e+00
2.530000000000008953e+01,4.798902269951514921e-01,2.579280887844044301e-01,1.863040999563388311e+00,7.938238217028552590e-01,7.343286882929479509e-01,1.854307616760090038e+00,3.221921129940525375e-01,2.000000000000000000e+00
3.030000000000016058e+01,3.959506760063966069e-01,9.831426966752358776e-02,2.275445635003961797e+00,6.480365219246341235e-01,3.947187317433875076e-01,2.304627684438798951e+00,6.453164912330333625e-01,2.000000000000000000e+00
3.530000000000023164e+01,5.908365869522862468e-01,1.730865847593963114e-01,2.666304758247389994e+00,9.804147128471155659e-01,4.063563972976458327e-01,2.665768723015784047e+00,5.829123103003900352e-01,2.000000000000000000e+00
4.030000000000030269e+01,7.915194132968302876e-01,2.570013344006630285e-01,2.973338777426744350e+00,1.242602281411969045e+00,3.227532672643540490e-01,3.007379831976584761e+00,6.517946154563460937e-01,2.000000000000000000e+00
4.530000000000037375e+01,6.789981538096355740e-01,3.990145600035492901e-01,3.391430628811718417e+00,1.039506487555461156e+00,8.077686009969415881e-01,3.358154304071527818e+00,1.189714130156291239e+00,2.000000000000000000e+00
5.030000000000044480e+01,5.953204583473189482e-01,3.733851659793001598e-01,3.786272590350351130e+00,1.028841760450995180e+00,6.539084664760796972e-01,3.769311018111482170e+00,1.223995268462735320e+00,2.000000000000000000e+00
5.530000000000051585e+01,3.326189307597235412e-01,5.780512838648079743e-01,4.141807431443798926e+00,8.445648401741707723e-01,7.058484669826667890e-01,4.130561171593199354e+00,1.907070151439216987e+00,2.000000000000000000e+00
