t,x,y,z,xh,yh,zh,fieldVal,fidLev
5.099999999999997868e+00,4.658140492621199447e-01,7.229462559519200804e-01,3.647997985406210564e-01,4.948450780043996411e-01,6.642883845897568085e-01,3.760997991949032171e-01,4.977667201990113810e+00,1.000000000000000000e+00
1.019999999999997975e+01,6.439211828480305710e-01,5.504063774777303575e-01,7.763129763085789836e-01,6.463858372169654087e-01,5.444405094662297939e-01,7.825493281684664515e-01,5.533207773517932360e+00,1.000000000000000000e+00
1.529999999999996163e+01,6.990039905148165422e-01,4.162386034046589578e-01,1.112852375435658292e+00,7.256735958385953644e-01,4.016187325346221582e-01,1.116792669457835840e+00,5.916628347380076924e+00,2.000000000000000000e+00
2.030000000000001847e+01,5.372566029158191148e-01,3.865101408056537124e-01,1.503409264407964852e+00,5.511312670677694925e-01,3.826610581969075997e-01,1.514292322220001541e+00,5.936322569563524887e+00,2.000000000000000000e+00
2.530000000000008953e+01,4.798902269951514921e-01,2.579280887844044301e-01,1.863040999563388311e+00,4.352273595484082436e-01,2.430686128521348244e-01,1.878637289811541544e+00,6.340836545096129484e+00,2.000000000000000000e+00
3.030000000000016058e+01,3.959506760063966069e-01,9.831426966752358776e-02,2.275445635003961797e+00,4.273983524691680191e-01,5.366355355424964196e-02,2.269009944901895004e+00,6.795094924775763268e+00,2.000000000000000000e+00
3.530000000000023164e+01,5.908365869522862468e-01,1.730865847593963114e-01,2.666304758247389994e+00,5.479213113095054988e-01,1.473718901855786689e-01,2.647858537689656178e+00,7.090290176024361735e+00,2.000000000000000000e+00
4.030000000000030269e+01,7.915194132968302876e-01,2.570013344006630285e-01,2.973338777426744350e+00,8.139064383372849321e-01,1.562305494522941984e-01,2.998631670511151093e+00,7.724778256942589572e+00,2.000000000000000000e+00
4.530000000000037375e+01,6.789981538096355740e-01,3.990145600035492901e-01,3.391430628811718417e+00,6.952178127724953915e-01,3.660347373852413932e-01,3.377575511639645978e+00,8.496069478446719003e+00,2.000000000000000000e+00
5.030000000000044480e+01,5.953204583473189482e-01,3.733851659793001598e-01,3.786272590350351130e+00,6.285576662874610143e-01,3.477489323196494841e-01,3.769275206951068213e+00,8.312121241375981739e+00,2.000000000000000000e+00
5.530000000000051585e+01,3.326189307597235412e-01,5.780512838648079743e-01,4.141807431443798926e+00,3.670684274034501371e-01,5.490985238597310136e-01,4.147950745093411662e+00,8.526160493098574378e+00,2.000000000000000000e+00
