t,x,y,z,xh,yh,zh,fieldVal,fidLev
5.099999999999997868e+00,4.658140492621199447e-01,7.229462559519200804e-01,3.647997985406210564e-01,4.847710487283291014e-01,6.688635340140615115e-01,3.719769804680048697e-01,5.750633723336255887e-01,1.000000000000000000e+00
1.019999999999997975e+01,6.439211828480305710e-01,5.504063774777303575e-01,7.763129763085789836e-01,6.362193952445079903e-01,5.489743494184312622e-01,7.778571657240898052e-01,4.657899172094205342e-01,1.000000000000000000e+00
1.529999999999996163e+01,6.990039905148165422e-01,4.162386034046589578e-01,1.112852375435658292e+00,7.155070933026016489e-01,4.061525454142698166e-01,1.126180740038521977e+00,4.445182116233913905e-01,2.000000000000000000e+00
2.030000000000001847e+01,5.372566029158191148e-01,3.865101408056537124e-01,1.503409264407964852e+00,5.409647644868617045e-01,3.871948710564784846e-01,1.518344194439261940e+00,7.085750004989457285e-01,2.000000000000000000e+00
2.530000000000008953e+01,4.798902269951514921e-01,2.579280887844044301e-01,1.863040999563388311e+00,4.250608569674620973e-01,2.476024257116883620e-01,1.867559241802759784e+00,7.255879874861619339e-01,2.000000000000000000e+00
3.030000000000016058e+01,3.959506760063966069e-01,9.831426966752358776e-02,2.275445635003961797e+00,4.172318498882219284e-01,5.819736641380324899e-02,2.275653162690609577e+00,5.591605364960016145e-01,2.000000000000000000e+00
3.530000000000023164e+01,5.908365869522862468e-01,1.730865847593963114e-01,2.666304758247389994e+00,5.377548087285594081e-01,1.519057030451322343e-01,2.642161649532441814e+00,5.467990953111675489e-01,2.000000000000000000e+00
4.030000000000030269e+01,7.915194132968302876e-01,2.570013344006630285e-01,2.973338777426744350e+00,8.037399357563388413e-01,1.607643623118477638e-01,2.995123773844971637e+00,3.722567691448659399e-01,2.000000000000000000e+00
4.530000000000037375e+01,6.789981538096355740e-01,3.990145600035492901e-01,3.391430628811718417e+00,6.850513101915493008e-01,3.705685502447949586e-01,3.391224026786840540e+00,5.068831613730363506e-01,2.000000000000000000e+00
5.030000000000044480e+01,5.953204583473189482e-01,3.733851659793001598e-01,3.786272590350351130e+00,6.183911637065149236e-01,3.522827451792030495e-01,3.769967492914835461e+00,3.702215281759548837e-01,2.000000000000000000e+00
