t,x,y,z,xh,yh,zh,fieldVal,fidLev
5.099999999999997868e+00,4.658140492621199447e-01,7.229462559519200804e-01,3.647997985406210564e-01,5.181864777581182135e-01,6.189867440929565090e-01,3.801536226329053636e-01,2.352300564136962369e-01,1.000000000000000000e+00
1.019999999999997975e+01,6.439211828480305710e-01,5.504063774777303575e-01,7.763129763085789836e-01,6.933680222657968573e-01,5.374284760268517314e-01,7.937895730885171641e-01,4.841357319938323078e-01,1.000000000000000000e+00
1.529999999999996163e+01,6.990039905148165422e-01,4.162386034046589578e-01,1.112852375435658292e+00,8.158822020353843074e-01,2.384041308327828623e-01,1.110938183597306228e+00,1.668154642312210112e-01,2.000000000000000000e+00
2.030000000000001847e+01,5.372566029158191148e-01,3.865101408056537124e-01,1.503409264407964852e+00,7.051402059516450604e-01,1.565799650122063624e-01,1.536371557984677061e+00,3.001911126889196813e-01,2.000000000000000000e+00
2.530000000000008953e+01,4.798902269951514921e-01,2.579280887844044301e-01,1.863040999563388311e+00,8.047202972261222609e-01,-3.512624335185382269e-03,1.872510486773632854e+00,2.403737066586424109e-01,2.000000000000000000e+00
3.030000000000016058e+01,3.959506760063966069e-01,9.831426966752358776e-02,2.275445635003961797e+00,7.573281830292855066e-01,-1.275761225809530774e-01,2.270807103631775625e+00,2.803501252941143496e-01,2.000000000000000000e+00
3.530000000000023164e+01,5.908365869522862468e-01,1.730865847593963114e-01,2.666304758247389994e+00,7.778564549308583098e-01,-1.110595742737678915e-01,2.653816968775503327e+00,1.547128541165470605e-01,2.000000000000000000e+00
4.030000000000030269e+01,7.915194132968302876e-01,2.570013344006630285e-01,2.973338777426744350e+00,1.004685734920294893e+00,-1.348124130664609122e-01,2.984998737675986114e+00,4.905563600967169369e-01,2.000000000000000000e+00
4.530000000000037375e+01,6.789981538096355740e-01,3.990145600035492901e-01,3.391430628811718417e+00,9.042767364178355693e-01,-4.357189556097165739e-03,3.377663193163053634e+00,2.025515261843919002e-01,2.000000000000000000e+00
5.030000000000044480e+01,5.953204583473189482e-01,3.733851659793001598e-01,3.786272590350351130e+00,7.521180802550089251e-01,1.013804900297977651e-01,3.741572620382219050e+00,4.691874632405568790e-01,2.000000000000000000e+00
5.530000000000051585e+01,3.326189307597235412e-01,5.780512838648079743e-01,4.141807431443798926e+00,5.069763654935405262e-01,3.888421399393077738e-01,4.135385680792317054e+00,3.890474455415338095e-01,2.000000000000000000e+00
6.030000000000058691e+01,1.523912817178399437e-01,4.862003611920936996e-01,4.475962768315692841e+00,3.610031514804158959e-01,2.740192233477468098e-01,4.486282937664036297e+00,4.732015640855772309e-01,2.000000000000000000e+00
6.540000000000055991e+01,1.953785666272187527e-01,2.683381173086750726e-01,4.856759813938900550e+00,4.116497609476052477e-01,2.271736853442508919e-01,4.867487924129598298e+00,5.523358018070344544e-01,2.000000000000000000e+00
