t,x,y,z,xh,yh,zh,fieldVal,fidLev
5.099999999999997868e+00,4.658140492621199447e-01,7.229462559519200804e-01,3.647997985406210564e-01,5.549254211090457467e-01,6.111028607149693315e-01,3.502604197605093672e-01,5.402945335722292297e-02,1.000000000000000000e+00
1.019999999999997975e+01,6.439211828480305710e-01,5.504063774777303575e-01,7.763129763085789836e-01,7.589432837215269734e-01,3.525846088291404445e-01,7.630733540982465035e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.529999999999996163e+01,6.990039905148165422e-01,4.162386034046589578e-01,1.112852375435658292e+00,1.123000933120259059e+00,3.578438385738048066e-01,1.106956538344909147e+00,1.009797445625903664e-02,2.000000000000000000e+00
2.030000000000001847e+01,5.372566029158191148e-01,3.865101408056537124e-01,1.503409264407964852e+00,8.599197676761238807e-01,7.045337534861096929e-01,1.526544639546635107e+00,0.000000000000000000e+00,2.000000000000000000e+00
2.530000000000008953e+01,4.798902269951514921e-01,2.579280887844044301e-01,1.863040999563388311e+00,7.710118610033515063e-01,5.254329023368128349e-01,1.846510887947937496e+00,1.142324935531071894e-01,2.000000000000000000e+00
3.030000000000016058e+01,3.959506760063966069e-01,9.831426966752358776e-02,2.275445635003961797e+00,7.272906045860488833e-01,-1.026795219034452172e-01,2.280982318953411081e+00,3.337543079407976482e-02,2.000000000000000000e+00
3.530000000000023164e+01,5.908365869522862468e-01,1.730865847593963114e-01,2.666304758247389994e+00,8.787995856505891323e-01,-1.027893562320605220e-02,2.635032511989830351e+00,0.000000000000000000e+00,2.000000000000000000e+00
4.030000000000030269e+01,7.915194132968302876e-01,2.570013344006630285e-01,2.973338777426744350e+00,1.053324104145908935e+00,-9.939123851509448770e-02,3.004019846960525708e+00,1.067439171410857895e-01,2.000000000000000000e+00
4.530000000000037375e+01,6.789981538096355740e-01,3.990145600035492901e-01,3.391430628811718417e+00,9.174463552961080737e-01,3.748097818022960159e-01,3.337096970492791748e+00,1.265732945422729794e-01,2.000000000000000000e+00
5.030000000000044480e+01,5.953204583473189482e-01,3.733851659793001598e-01,3.786272590350351130e+00,9.634353572364432461e-01,3.120897566746376195e-01,3.751165521949606063e+00,7.949975809975676211e-02,2.000000000000000000e+00
5.530000000000051585e+01,3.326189307597235412e-01,5.780512838648079743e-01,4.141807431443798926e+00,8.455204815306958110e-01,4.824526281703399588e-01,4.141755209980334307e+00,8.145084738499769328e-02,2.000000000000000000e+00
6.030000000000058691e+01,1.523912817178399437e-01,4.862003611920936996e-01,4.475962768315692841e+00,7.689820704190030165e-01,5.223654570131862629e-01,4.489699288751005213e+00,0.000000000000000000e+00,2.000000000000000000e+00
6.540000000000055991e+01,1.953785666272187527e-01,2.683381173086750726e-01,4.856759813938900550e+00,1.031934734519596830e+00,5.388510459386058882e-01,4.866160521139152983e+00,0.000000000000000000e+00,2.000000000000000000e+00
7.050000000000027001e+01,2.215798309451796344e-01,1.991926239332147686e-01,5.249170419409317390e+00,9.114779854786360103e-01,2.999900254477478878e-01,5.238728462699095090e+00,0.000000000000000000e+00,2.000000000000000000e+00
7.559999999999998010e+01,2.685416096699244637e-01,1.421247424058045272e-01,5.683256823302491156e+00,9.801440398575833601e-01,1.003879863353085433e-01,5.655171327096701006e+00,0.000000000000000000e+00,2.000000000000000000e+00
8.069999999999969020e+01,8.546401477516349932e-01,1.188046443221998788e-01,6.020868544869273364e+00,1.511742793996423417e+00,-1.376273892847889035e-01,6.006912549781670663e+00,1.444786270973227593e-01,3.000000000000000000e+00
8.579999999999940030e+01,8.500987316611057221e-01,-2.771912366806510500e-02,6.362040961185237542e+00,1.561334858447606333e+00,-3.264428547930159352e-01,6.354279016832528271e+00,0.000000000000000000e+00,3.000000000000000000e+00
9.089999999999911040e+01,7.488569993716152062e-01,2.258394169130242268e-01,6.766094859879547840e+00,1.680116086642834627e+00,-1.011052162683265115e-01,6.768414726759016453e+00,1.714873548624420707e-01,3.000000000000000000e+00
9.599999999999882050e+01,8.699768963706808744e-01,6.559947711364029210e-01,7.164633382763919478e+00,1.677896580313006369e+00,3.834946775697538057e-01,7.142113184083426880e+00,0.000000000000000000e+00,3.000000000000000000e+00
1.010999999999985306e+02,1.078921906755032190e+00,1.003880666889820805e+00,7.626696651652111747e+00,1.912481977192603821e+00,9.666675095127936768e-01,7.621210993001798606e+00,0.000000000000000000e+00,3.000000000000000000e+00
1.061999999999982407e+02,1.027755549342600050e+00,1.135364828688695482e+00,7.944849000183364929e+00,1.921861413880963543e+00,1.212567348861301353e+00,7.966463009272117368e+00,6.291630478240867186e-02,3.000000000000000000e+00
1.112999999999979508e+02,1.084848914177170665e+00,1.145313144815408801e+00,8.330831723705463432e+00,1.975776425395454616e+00,1.261173870458162094e+00,8.336199085695726652e+00,6.461878463412984441e-02,3.000000000000000000e+00
1.163999999999976609e+02,1.013318236663254934e+00,1.027328023844871208e+00,8.737617708026002461e+00,1.786458893652382862e+00,8.391739435736376151e-01,8.748495616753071857e+00,0.000000000000000000e+00,3.000000000000000000e+00
1.214999999999973710e+02,9.206487064508037665e-01,9.525069414314943916e-01,9.095185817940247830e+00,1.700568716697950844e+00,8.027310073924972533e-01,9.068527506680792882e+00,3.933587592931407639e-03,3.000000000000000000e+00
1.265999999999970811e+02,9.550292293976705427e-01,9.362919512264734623e-01,9.501020549506838719e+00,1.719158105069672260e+00,7.995459480644466765e-01,9.495572938806777330e+00,0.000000000000000000e+00,3.000000000000000000e+00
1.316999999999968054e+02,1.090270987347568665e+00,9.747343545831441691e-01,9.691366702324572202e+00,1.934872396773299696e+00,1.038503298256990393e+00,9.695425699459537583e+00,0.000000000000000000e+00,3.000000000000000000e+00
1.367999999999965155e+02,1.374866907288473827e+00,1.256653054226210875e+00,9.314416728816564017e+00,2.271958374290049321e+00,1.202395985918718990e+00,9.317309285417977094e+00,7.842825700983059589e-02,3.000000000000000000e+00
1.418999999999962256e+02,1.579586355983330970e+00,1.428900358765176959e+00,8.956632543298983506e+00,2.380259114318754143e+00,1.394910050204529517e+00,8.955523503366515925e+00,0.000000000000000000e+00,3.000000000000000000e+00
1.469999999999959357e+02,1.766204730496131914e+00,1.744275760612951087e+00,8.542240265627693674e+00,2.456966873200665979e+00,1.546281607728221763e+00,8.550533502024491028e+00,0.000000000000000000e+00,3.000000000000000000e+00
1.520999999999956458e+02,1.990638405466626182e+00,2.475311156702561632e+00,8.221430644247776698e+00,2.602032055318654002e+00,2.240368025210885961e+00,8.203535247984946821e+00,0.000000000000000000e+00,3.000000000000000000e+00
1.571999999999953559e+02,1.888283729640946040e+00,2.980283330820345356e+00,7.794863775853774435e+00,2.507609534909856386e+00,2.784531990352134390e+00,7.787341153422589812e+00,1.208916641704213674e-01,3.000000000000000000e+00
1.622999999999950660e+02,2.066957319518821112e+00,3.052449639880431942e+00,7.427679195323117156e+00,2.695086995630429971e+00,2.660613361079168460e+00,7.417950144594520623e+00,3.379916532215768155e-02,3.000000000000000000e+00
1.673999999999947761e+02,2.240815926551118498e+00,3.314121022098171832e+00,6.991083234346472608e+00,2.826376661445216598e+00,3.123811311999232565e+00,7.036647030553059068e+00,0.000000000000000000e+00,3.000000000000000000e+00
