t,x,y,z,xh,yh,zh,fieldVal,fidLev
5.099999999999997868e+00,4.658140492621199447e-01,7.229462559519200804e-01,3.647997985406210564e-01,4.893921859890048576e-01,6.377988378437352557e-01,3.718149397501965825e-01,4.460425472144620429e-02,1.000000000000000000e+00
1.019999999999997975e+01,6.439211828480305710e-01,5.504063774777303575e-01,7.763129763085789836e-01,6.458125680015147640e-01,4.348458018902359723e-01,7.619644346329774720e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.529999999999996163e+01,6.990039905148165422e-01,4.162386034046589578e-01,1.112852375435658292e+00,6.929549618962045354e-01,2.213354359806373461e-01,1.098968665180210857e+00,0.000000000000000000e+00,2.000000000000000000e+00
2.030000000000001847e+01,5.372566029158191148e-01,3.865101408056537124e-01,1.503409264407964852e+00,5.119816317887543322e-01,4.518230001470313617e-01,1.518205176024154834e+00,0.000000000000000000e+00,2.000000000000000000e+00
2.530000000000008953e+01,4.798902269951514921e-01,2.579280887844044301e-01,1.863040999563388311e+00,3.689459566503641708e-01,3.025830766099046887e-01,1.893743734292405501e+00,8.899472493998795974e-02,2.000000000000000000e+00
3.030000000000016058e+01,3.959506760063966069e-01,9.831426966752358776e-02,2.275445635003961797e+00,5.840112019304039004e-01,6.023752917188493483e-02,2.276859187187408651e+00,0.000000000000000000e+00,2.000000000000000000e+00
3.530000000000023164e+01,5.908365869522862468e-01,1.730865847593963114e-01,2.666304758247389994e+00,6.730496589079907332e-01,1.980378410045017246e-01,2.667519548045365951e+00,1.007374832179951107e-01,2.000000000000000000e+00
4.030000000000030269e+01,7.915194132968302876e-01,2.570013344006630285e-01,2.973338777426744350e+00,9.853778598126546884e-01,2.074075597037785545e-01,2.996074319589600687e+00,0.000000000000000000e+00,2.000000000000000000e+00
4.530000000000037375e+01,6.789981538096355740e-01,3.990145600035492901e-01,3.391430628811718417e+00,9.529919594996292265e-01,4.852821578053546636e-01,3.372858420396862567e+00,7.079940008142354690e-02,2.000000000000000000e+00
5.030000000000044480e+01,5.953204583473189482e-01,3.733851659793001598e-01,3.786272590350351130e+00,9.032434621382907647e-01,4.056084628296241501e-01,3.750913139284920650e+00,1.995583749904767529e-02,2.000000000000000000e+00
5.530000000000051585e+01,3.326189307597235412e-01,5.780512838648079743e-01,4.141807431443798926e+00,7.321056320921757177e-01,6.212438531091299954e-01,4.130393688408513952e+00,1.467044093784657111e-01,2.000000000000000000e+00
6.030000000000058691e+01,1.523912817178399437e-01,4.862003611920936996e-01,4.475962768315692841e+00,6.729425730933107364e-01,4.716388531215209290e-01,4.488348424102970746e+00,7.282326824201597326e-02,2.000000000000000000e+00
6.540000000000055991e+01,1.953785666272187527e-01,2.683381173086750726e-01,4.856759813938900550e+00,6.599302125792254614e-01,3.349016254750270538e-01,4.881872034162884511e+00,0.000000000000000000e+00,2.000000000000000000e+00
7.050000000000027001e+01,2.215798309451796344e-01,1.991926239332147686e-01,5.249170419409317390e+00,5.640719138209637773e-01,2.751441072846054769e-01,5.247775851821036674e+00,0.000000000000000000e+00,2.000000000000000000e+00
7.559999999999998010e+01,2.685416096699244637e-01,1.421247424058045272e-01,5.683256823302491156e+00,6.738503247936176166e-01,2.555116788134874639e-01,5.678692569915909871e+00,9.748455522852250699e-02,2.000000000000000000e+00
8.069999999999969020e+01,8.546401477516349932e-01,1.188046443221998788e-01,6.020868544869273364e+00,1.235854470402738992e+00,1.880001336850278537e-01,6.038552245676680919e+00,4.344037044591183422e-03,3.000000000000000000e+00
8.579999999999940030e+01,8.500987316611057221e-01,-2.771912366806510500e-02,6.362040961185237542e+00,1.300097325268405823e+00,1.525734566819525184e-01,6.370995729719505007e+00,1.672251838668882204e-02,3.000000000000000000e+00
9.089999999999911040e+01,7.488569993716152062e-01,2.258394169130242268e-01,6.766094859879547840e+00,1.088571434413288852e+00,4.086334900418069349e-01,6.772877918315616697e+00,0.000000000000000000e+00,3.000000000000000000e+00
